Abgrenzung	Abgrenzung	NN	negative	-/-/-	D
Abgrund	Abgrund	NN	negative	-/-0.3465/-	L
Abgunst	Abgunst	NN	negative	-/-/-	D
Abhaltung	Abhaltung	NN	negative	-/-/-	D
Abhängigkeit	Abhängigkeit	NN	negative	-/-0.3653/-	L
Abhängigkeitssyndrom	Abhängigkeitssyndrom	NN	negative	-/-/-	D
Abhörgerät	Abhörgerät	NN	negative	-/-/-	D
Abhörsender	Abhörsender	NN	negative	-/-/-	D
Abhörwanze	Abhörwanze	NN	negative	-/-/-	D
Abkehr	Abkehr	NN	negative	-/-/-	D
Abladeplatz	Abladeplatz	NN	negative	-/-/-	D
Ablagerung	Ablagerung	NN	negative	0/1/0	D
Ablaß	Ablaß	NN	negative	0/0/1	D
Ablehnung	Ablehnung	NN	negative	-/-0.5118/-	L
Ablehnungsrecht	Ablehnungsrecht	NN	negative	-/-/-	D
Ableitung	Ableitung	NN	negative	-/-/-	D
Ablenkung	Ablenkung	NN	negative	-/-0.0435/-	L
Abläutern	Abläutern	NN	negative	-/-/-	D
Abmagerung	Abmagerung	NN	negative	-/-/-	D
Abmahnung	Abmahnung	NN	negative	-/-/-	D
Abnahme	Abnahme	NN	negative	-/-0.0048/-	L
Abnahmeverweigerung	Abnahmeverweigerung	NN	negative	-/-/-	D
Abneigung	Abneigung	NN	negative	-/-0.0048/-	L
Abnutzung	Abnutzung	NN	negative	-/-0.0048/-	L
Abnützung	Abnützung	NN	negative	0/1/0	D
Abquetschgrat	Abquetschgrat	NN	negative	-/-/-	D
Abquetschring	Abquetschring	NN	negative	-/-/-	D
Abrasivstoff	Abrasivstoff	NN	negative	-/-/-	D
Abraum	Abraum	NN	negative	-/-/-	D
Abrede	Abrede	NN	negative	1/0/0	D
Abriegelung	Abriegelung	NN	negative	-/-/-	D
Abriss	Abriss	NN	negative	-/-0.0048/-	L
Abrutsch	Abrutsch	NN	negative	-/-0.0048/-	L
Absackung	Absackung	NN	negative	-/-/-	D
Absatz	Absatz	NN	negative	-/-/-	D
Abschaffung	Abschaffung	NN	negative	-/-0.058/-	L
Abschaltung	Abschaltung	NN	negative	0.333333/0/0.666667	D
Abschaum	Abschaum	NN	negative	-/-/-	D
Abscheu	Abscheu	NN	negative	-/-/-	D
Abscheulichkeit	Abscheulichkeit	NN	negative	-/-/-	D
Abschreckung	Abschreckung	NN	negative	-/-0.0048/-	L
Abschreckungsmittel	Abschreckungsmittel	NN	negative	-/-/-	D
Abschreibung	Abschreibung	NN	negative	-/-0.3345/-	L
Abschroter	Abschroter	NN	negative	-/-/-	D
Abschuß	Abschuß	NN	negative	-/-0.0048/-	L
Abschwung	Abschwung	NN	negative	-/-/-	D
Abschwächung	Abschwächung	NN	negative	-/-0.1935/-	L
Abschätzung	Abschätzung	NN	negative	-/-/-	D
Absenkung	Absenkung	NN	negative	-/-0.3434/-	L
Absetzung	Absetzung	NN	negative	-/-/-	D
Absonderung	Absonderung	NN	negative	-/-/-	D
Abspaltung	Abspaltung	NN	negative	-/-0.0048/-	L
Absperrung	Absperrung	NN	negative	-/-0.0048/-	L
Abstieg	Abstieg	NN	negative	-/-0.3215/-	L
Abstoß	Abstoß	NN	negative	-/-0.0048/-	L
Abstrich	Abstrich	NN	negative	-/-0.3201/-	L
Abstufung	Abstufung	NN	negative	0.333333/0.666667/0	D
Abstumpfung	Abstumpfung	NN	negative	-/-0.0048/-	L
Absturz	Absturz	NN	negative	-/-0.4739/-	L
Absurdität	Absurdität	NN	negative	-/-0.0048/-	L
Abtrag	Abtrag	NN	negative	-/-/-	D
Abtragung	Abtragung	NN	negative	-/-/-	D
Abtreibungsgegner	Abtreibungsgegner	NN	negative	-/-/-	D
Abtrünnigkeit	Abtrünnigkeit	NN	negative	-/-/-	D
Aburteilung	Aburteilung	NN	negative	-/-/-	D
Abweg	Abweg	NN	negative	-/-/-	D
Abwehr	Abwehr	NN	negative	-/-/-	D
Abwehrkampf	Abwehrkampf	NN	negative	-/-/-	D
Abwehrschanze	Abwehrschanze	NN	negative	-/-/-	D
Abweichler	Abweichler	NN	negative	-/-/-	D
Abweichlerin	Abweichlerin	NN	negative	-/-/-	D
Abweichung	Abweichung	NN	negative	-/-0.3462/-	L
Abweisung	Abweisung	NN	negative	-/-0.0048/-	L
Abwendung	Abwendung	NN	negative	-/-/-	D
Abwertung	Abwertung	NN	negative	-/-0.3283/-	L
Abwesende	Abwesende	NN	negative	-/-/-	D
Abwesenheit	Abwesenheit	NN	negative	0/1/0	D
Abwärtstrend	Abwärtstrend	NN	negative	-/-0.1941/-	L
Abzocke	Abzocke	NN	negative	-/-0.0048/-	L
Abzug	Abzug	NN	negative	0.388889/0.0555556/0.555556	D
Achillessehne	Achillessehne	NN	negative	-/-/-	D
Achselzucken	Achselzucken	NN	negative	-/-/-	D
Achterbahn	Achterbahn	NN	negative	-/-/-	D
Achterliek	Achterliek	NN	negative	-/-/-	D
Achtlosigkeit	Achtlosigkeit	NN	negative	-/-0.0048/-	L
Achtung	Achtung	NN	negative	0.257143/0.457143/0.285714	D
Aderlasser	Aderlasser	NN	negative	-/-/-	D
Advokatur	Advokatur	NN	negative	-/-/-	D
Affe	Affe	NN	negative	0/0.666667/0.333333	D
Affektiertheit	Affektiertheit	NN	negative	-/-/-	D
Affentheater	Affentheater	NN	negative	-/-/-	D
Affenzahn	Affenzahn	NN	negative	-/-/-	D
Affront	Affront	NN	negative	-/-/-	D
Affäre	Affäre	NN	negative	-/-0.1794/-	L
Aggression	Aggression	NN	negative	-/-0.4889/-	L
Aggressivität	Aggressivität	NN	negative	-/-0.1958/-	L
Aggressor	Aggressor	NN	negative	-/-0.3155/-	L
Agitatio	Agitatio	NN	negative	-/-/-	D
Agitation	Agitation	NN	negative	-/-0.0048/-	L
Agitator	Agitator	NN	negative	-/-/-	D
Agonie	Agonie	NE	negative	-/-/-	D
Ahndung	Ahndung	NN	negative	-/-/-	D
Ahnungslosigkeit	Ahnungslosigkeit	NN	negative	-/-/-	D
Aids-Erkrankung	Aids-Erkrankung	NN	negative	-/-/-	D
Aids-Infizierte	Aids-Infizierte	NN	negative	-/-/-	D
Akzeptierverweigerung	Akzeptierverweigerung	NN	negative	-/-/-	D
Alarm	Alarm	NN	negative	-/-0.0048/-	L
Alarmbereitschaft	Alarmbereitschaft	NN	negative	-/-/-	D
Alarmierung	Alarmierung	NN	negative	-/-/-	D
Alarmruf	Alarmruf	NN	negative	-/-/-	D
Alarmsignal	Alarmsignal	NN	negative	0/1/0	D
Alarmzustand	Alarmzustand	NN	negative	-/-/-	D
Albernheit	Albernheit	NN	negative	-/-/-	D
Albtraum	Albtraum	NN	negative	0/1/0	D
Alkoholparanoia	Alkoholparanoia	NN	negative	-/-/-	D
Allantoisparasit	Allantoisparasit	NN	negative	-/-/-	D
Alleinherrscher	Alleinherrscher	NN	negative	-/-/-	D
Alleinherrscherin	Alleinherrscherin	NN	negative	-/-/-	D
Alleinsein	Alleinsein	NN	negative	-/-/-	D
Almosen	Almosen	NN	negative	-/-/-	D
Almosenempfänger	Almosenempfänger	NN	negative	-/-/-	D
Almosenempfängerin	Almosenempfängerin	NN	negative	-/-/-	D
Alptraum	Alptraum	NN	negative	-/-0.0048/-	L
Alter	Alter	NN	negative	0.307692/0.538462/0.153846	D
Alterskachexie	Alterskachexie	NN	negative	-/-/-	D
Altersschwäche	Altersschwäche	NN	negative	0/0.5/0.5	D
Alterung	Alterung	NN	negative	-/-/-	D
Altlast	Altlast	NN	negative	-/-/-	D
Altstoff	Altstoff	NN	negative	-/-/-	D
Altweibergeschwätz	Altweibergeschwätz	NN	negative	-/-/-	D
Amateur	Amateur	NN	negative	-/-0.0048/-	L
Ambiguität	Ambiguität	NN	negative	-/-/-	D
Ambivalenz	Ambivalenz	NN	negative	-/-0.3266/-	L
Amnestie	Amnestie	NN	negative	-/-/-	D
Amoklauf	Amoklauf	NN	negative	-/-/-	D
Amortisation	Amortisation	NN	negative	-/-/-	D
Amortisierung	Amortisierung	NN	negative	-/-/-	D
Analphabet	Analphabet	NN	negative	-/-/-	D
Analphabetin	Analphabetin	NN	negative	-/-/-	D
Anarchie	Anarchie	NN	negative	-/-/-	D
Anarchismus	Anarchismus	NN	negative	-/-/-	D
Anarchist	Anarchist	NN	negative	-/-/-	D
Anarchistin	Anarchistin	NN	negative	-/-/-	D
Anbruch	Anbruch	NN	negative	-/-/-	D
Andeutung	Andeutung	NN	negative	0/0/1	D
Androhung	Androhung	NN	negative	-/-0.0048/-	L
Anfall	Anfall	NN	negative	-/-/-	D
Anfechtung	Anfechtung	NN	negative	-/-/-	D
Anfeindung	Anfeindung	NN	negative	-/-/-	D
Anfressung	Anfressung	NN	negative	-/-/-	D
Anfälligkeit	Anfälligkeit	NN	negative	-/-0.0048/-	L
Angabe	Angabe	NN	negative	0.105263/0.578947/0.315789	D
Angeber	Angeber	NN	negative	-/-/-	D
Angeberei	Angeberei	NN	negative	-/-/-	D
Angeberin	Angeberin	NN	negative	-/-/-	D
Angreifer	Angreifer	NN	negative	-/-0.0048/-	L
Angriff	Angriff	NN	negative	-/-0.212/-	L
Angriffslust	Angriffslust	NN	negative	-/-/-	D
Angst	Angst	NN	negative	-/-0.514/-	L
Angstgefühl	Angstgefühl	NN	negative	-/-/-	D
Angsthase	Angsthase	NN	negative	-/-/-	D
Anhänglichkeit	Anhänglichkeit	NN	negative	-/-/-	D
Anhäufung	Anhäufung	NN	negative	-/-/-	D
Animosität	Animosität	NN	negative	-/-/-	D
Animus	Animus	NN	negative	-/-/-	D
Anklage	Anklage	NN	negative	-/-0.3468/-	L
Anklageschrift	Anklageschrift	NN	negative	-/-/-	D
Anliegen	Anliegen	NN	negative	0.25/0.5/0.25	D
Anmaßung	Anmaßung	NN	negative	-/-0.0048/-	L
Annahmeverweigerung	Annahmeverweigerung	NN	negative	-/-/-	D
Annihilation	Annihilation	NN	negative	-/-/-	D
Annullierung	Annullierung	NN	negative	-/-0.0048/-	L
Anomalie	Anomalie	NN	negative	-/-0.0048/-	L
Anordnung	Anordnung	NN	negative	0/1/0	D
Anprangerung	Anprangerung	NN	negative	-/-/-	D
Anrechnung	Anrechnung	NN	negative	1/0/0	D
Anreißer	Anreißer	NN	negative	-/-/-	D
Anschlag	Anschlag	NN	negative	0/0.6/0.4	D
Anschoppung	Anschoppung	NN	negative	-/-/-	D
Anschuldigung	Anschuldigung	NN	negative	-/-/-	D
Anspannung	Anspannung	NN	negative	-/-0.0048/-	L
Anspielung	Anspielung	NN	negative	1/0/0	D
Ansprechschwelle	Ansprechschwelle	NN	negative	-/-/-	D
Anspruchsberechtigte	Anspruchsberechtigte	NN	negative	-/-/-	D
Anspruchslosigkeit	Anspruchslosigkeit	NN	negative	-/-/-	D
Anstauchen	Anstauchen	NN	negative	-/-/-	D
Ansteckungskraft	Ansteckungskraft	NN	negative	-/-/-	D
Anstifter	Anstifter	NN	negative	-/-/-	D
Anstrengung	Anstrengung	NN	negative	-/-0.0048/-	L
Anstößigkeit	Anstößigkeit	NN	negative	-/-/-	D
Antagonismus	Antagonismus	NN	negative	-/-/-	D
Antagonist	Antagonist	NN	negative	-/-/-	D
Anteilnahme	Anteilnahme	NN	negative	-/-/-	D
Anti	Anti	NN	negative	0.142857/0.571429/0.285714	D
Antifaschist	Antifaschist	NN	negative	-/-/-	D
Antikriegsdemonstration	Antikriegsdemonstration	NN	negative	-/-/-	D
Antipathie	Antipathie	NN	negative	-/-0.0048/-	L
Anwaltschaft	Anwaltschaft	NN	negative	-/-/-	D
Anwaltsstand	Anwaltsstand	NN	negative	-/-/-	D
Anzeichen	Anzeichen	NN	negative	-/-/-	D
Anzüglichkeit	Anzüglichkeit	NN	negative	-/-/-	D
Apathie	Apathie	NN	negative	-/-/-	D
Apokalypse	Apokalypse	NN	negative	-/-/-	D
Apologet	Apologet	NN	negative	-/-/-	D
Appell	Appell	NN	negative	-/-/-	D
Arbeitslose	Arbeitslose	NN	negative	-/-0.3549/-	L
Arbeitslosigkeit	Arbeitslosigkeit	NN	negative	-/-0.3654/-	L
Arbeitsunfähigkeit	Arbeitsunfähigkeit	NN	negative	-/-/-	D
Arglist	Arglist	NN	negative	-/-/-	D
Arglosigkeit	Arglosigkeit	NN	negative	-/-/-	D
Argwohn	Argwohn	NN	negative	-/-/-	D
Armierung	Armierung	NN	negative	-/-/-	D
Armseligkeit	Armseligkeit	NN	negative	-/-/-	D
Armut	Armut	NN	negative	-/-0.2038/-	L
Arrest	Arrest	NN	negative	-/-/-	D
Arrestant	Arrestant	NN	negative	-/-/-	D
Arroganz	Arroganz	NN	negative	-/-0.3289/-	L
Arsch	Arsch	NN	negative	-/-/-	D
Arschloch	Arschloch	NN	negative	-/-0.1901/-	L
Assassine	Assassine	NN	negative	-/-/-	D
Atemlosigkeit	Atemlosigkeit	NN	negative	-/-/-	D
Atemnot	Atemnot	NN	negative	-/-/-	D
Atombombe	Atombombe	NN	negative	-/-/-	D
Atrophie	Atrophie	NN	negative	-/-/-	D
Attacke	Attacke	NN	negative	-/-0.47/-	L
Attest	Attest	NN	negative	-/-/-	D
Attitüde	Attitüde	NN	negative	0.5/0/0.5	D
Attrappe	Attrappe	NN	negative	-/-/-	D
Aufdeckung	Aufdeckung	NN	negative	-/-/-	D
Auferlegung	Auferlegung	NN	negative	-/-/-	D
Aufforderung	Aufforderung	NN	negative	-/-/-	D
Aufforderungscharakter	Aufforderungscharakter	NN	negative	-/-/-	D
Aufgabe	Aufgabe	NN	negative	0.4/0.2/0.4	D
Aufgeber	Aufgeber	NN	negative	-/-/-	D
Aufgliederung	Aufgliederung	NN	negative	-/-/-	D
Aufheben	Aufheben	NN	negative	0.1/0.6/0.3	D
Aufhebung	Aufhebung	NN	negative	-/-0.0048/-	L
Aufhetzer	Aufhetzer	NN	negative	-/-/-	D
Auflage	Auflage	NN	negative	0/0.666667/0.333333	D
Auflegung	Auflegung	NN	negative	-/-/-	D
Auflehnung	Auflehnung	NN	negative	-/-/-	D
Auflösung	Auflösung	NN	negative	-/-0.0048/-	L
Auflösungszeichen	Auflösungszeichen	NN	negative	-/-/-	D
Aufopferung	Aufopferung	NN	negative	-/-/-	D
Aufpasser	Aufpasser	NN	negative	-/-/-	D
Aufpasserin	Aufpasserin	NN	negative	-/-/-	D
Aufprall	Aufprall	NN	negative	-/-/-	D
Aufpreis	Aufpreis	NN	negative	0/0.666667/0.333333	D
Aufregung	Aufregung	NN	negative	-/-0.0386/-	L
Aufreizung	Aufreizung	NN	negative	-/-/-	D
Aufruhr	Aufruhr	NN	negative	-/-0.0048/-	L
Aufrüstung	Aufrüstung	NN	negative	-/-/-	D
Aufschaltung	Aufschaltung	NN	negative	-/-/-	D
Aufschneider	Aufschneider	NN	negative	-/-/-	D
Aufschrei	Aufschrei	NN	negative	-/-0.0048/-	L
Aufschub	Aufschub	NN	negative	-/-/-	D
Aufsehen	Aufsehen	NN	negative	-/-/-	D
Aufsicht	Aufsicht	NN	negative	0/0.5/0.5	D
Aufsichtsführung	Aufsichtsführung	NN	negative	-/-/-	D
Aufspaltung	Aufspaltung	NN	negative	-/-/-	D
Aufstand	Aufstand	NN	negative	-/-0.0048/-	L
Aufstürzung	Aufstürzung	NN	negative	-/-/-	D
Aufwallung	Aufwallung	NN	negative	-/-/-	D
Aufwiegler	Aufwiegler	NN	negative	-/-/-	D
Augenschraube	Augenschraube	NN	negative	-/-/-	D
Augenwischerei	Augenwischerei	NN	negative	-/-/-	D
Ausbesserung	Ausbesserung	NN	negative	-/-/-	D
Ausbeulung	Ausbeulung	NN	negative	-/-/-	D
Ausbeute	Ausbeute	NN	negative	-/-0.1894/-	L
Ausbeuter	Ausbeuter	NN	negative	-/-0.0048/-	L
Ausbeuterei	Ausbeuterei	NN	negative	-/-/-	D
Ausbeutung	Ausbeutung	NN	negative	-/-0.0048/-	L
Ausblasung	Ausblasung	NN	negative	-/-/-	D
Ausbleiben	Ausbleiben	NN	negative	-/-/-	D
Ausbruch	Ausbruch	NN	negative	-/-0.0048/-	L
Ausbruchkanal	Ausbruchkanal	NN	negative	-/-/-	D
Ausdehnungsbehinderung	Ausdehnungsbehinderung	NN	negative	-/-/-	D
Auseinandersetzung	Auseinandersetzung	NN	negative	-/-0.0603/-	L
Ausfall	Ausfall	NN	negative	-/-0.2164/-	L
Ausflucht	Ausflucht	NN	negative	-/-/-	D
Ausfluß	Ausfluß	NN	negative	-/-/-	D
Ausfällung	Ausfällung	NN	negative	-/-/-	D
Ausführungsmangel	Ausführungsmangel	NN	negative	-/-/-	D
Ausgrenzung	Ausgrenzung	NN	negative	-/-0.626/-	L
Aushändigung	Aushändigung	NN	negative	-/-/-	D
Aushöhlung	Aushöhlung	NN	negative	-/-/-	D
Auslassung	Auslassung	NN	negative	-/-/-	D
Auslauf	Auslauf	NN	negative	0/1/0	D
Auslöschung	Auslöschung	NN	negative	-/-0.0048/-	L
Auslöser	Auslöser	NN	negative	0.714286/0.285714/0	D
Ausmittigkeit	Ausmittigkeit	NN	negative	-/-/-	D
Ausnahme	Ausnahme	NN	negative	0.227273/0.5/0.272727	D
Ausradierung	Ausradierung	NN	negative	-/-/-	D
Ausrede	Ausrede	NN	negative	0/1/0	D
Ausreißer	Ausreißer	NN	negative	-/-/-	D
Ausreißerin	Ausreißerin	NN	negative	-/-/-	D
Ausrottung	Ausrottung	NN	negative	-/-0.0048/-	L
Ausruf	Ausruf	NN	negative	-/-/-	D
Ausrufverfahren	Ausrufverfahren	NN	negative	-/-/-	D
Ausrutscher	Ausrutscher	NN	negative	0/1/0	D
Ausschaltung	Ausschaltung	NN	negative	-/-/-	D
Ausscheidung	Ausscheidung	NN	negative	-/-/-	D
Ausscheidungsprodukt	Ausscheidungsprodukt	NN	negative	-/-/-	D
Ausschlag	Ausschlag	NN	negative	0.5/0/0.5	D
Ausschließung	Ausschließung	NN	negative	-/-0.0048/-	L
Ausschussdaten	Ausschussdaten	NN	negative	-/-/-	D
Ausschussteil	Ausschussteil	NN	negative	-/-/-	D
Ausschuß	Ausschuß	NN	negative	0.4/0.6/0	D
Ausschweifung	Ausschweifung	NN	negative	-/-/-	D
Aussetzung	Aussetzung	NN	negative	-/-0.0048/-	L
Aussichtslosigkeit	Aussichtslosigkeit	NN	negative	-/-/-	D
Aussprache	Aussprache	NN	negative	0.4/0.4/0.2	D
Ausstoß	Ausstoß	NN	negative	1/0/0	D
Auswaschung	Auswaschung	NN	negative	-/-/-	D
Auswechselung	Auswechselung	NN	negative	-/-/-	D
Ausweglosigkeit	Ausweglosigkeit	NN	negative	-/-/-	D
Ausweichbewegung	Ausweichbewegung	NN	negative	-/-/-	D
Ausweisung	Ausweisung	NN	negative	-/-/-	D
Auswirkung	Auswirkung	NN	negative	-/-/-	D
Autarkie	Autarkie	NN	negative	-/-/-	D
Autobahngebühr	Autobahngebühr	NN	negative	-/-/-	D
Autokrat	Autokrat	NN	negative	-/-/-	D
Autorität	Autorität	NN	negative	-/-/-	D
Außenseiter	Außenseiter	NN	negative	-/-/-	D
Außenseiterin	Außenseiterin	NN	negative	-/-/-	D
Außermittigkeit	Außermittigkeit	NN	negative	-/-/-	D
Avalancheeffekt	Avalancheeffekt	NN	negative	-/-/-	D
Aversion	Aversion	NN	negative	0/1/0	D
Axt	Axt	NN	negative	0.333333/0.666667/0	D
Backfisch	Backfisch	NN	negative	0/1/0	D
Baffle	Baffle	NE	negative	-/-/-	D
Baisse	Baisse	NN	negative	-/-/-	D
Bakterienstamm	Bakterienstamm	NN	negative	-/-/-	D
Balg	Balg	NN	negative	-/-/-	D
Ballungszentrum	Ballungszentrum	NN	negative	-/-/-	D
Banalität	Banalität	NN	negative	-/-0.0048/-	L
Band	Band	NN	negative	0.261538/0.484615/0.253846	D
Bandit	Bandit	NN	negative	-/-/-	D
Bangigkeit	Bangigkeit	NN	negative	-/-/-	D
Bankrott	Bankrott	NN	negative	-/-0.0048/-	L
Bankrotteur	Bankrotteur	NN	negative	-/-/-	D
Bannmeile	Bannmeile	NN	negative	-/-/-	D
Barbar	Barbar	NN	negative	-/-/-	D
Barriere	Barriere	NN	negative	-/-0.0048/-	L
Bastard	Bastard	NN	negative	-/-/-	D
Bataille	Bataille	NN	negative	-/-/-	D
Bauchweh	Bauchweh	NN	negative	-/-/-	D
Bauernschläue	Bauernschläue	NN	negative	-/-/-	D
Baufälligkeit	Baufälligkeit	NN	negative	-/-/-	D
Baurest	Baurest	NN	negative	-/-/-	D
Beanspruchbarkeit	Beanspruchbarkeit	NN	negative	-/-/-	D
Beanspruchung	Beanspruchung	NN	negative	0.666667/0.333333/0	D
Beanstandung	Beanstandung	NN	negative	0.333333/0.666667/0	D
Beaufschlagung	Beaufschlagung	NN	negative	-/-/-	D
Bedauern	Bedauern	NN	negative	0.666667/0.166667/0.166667	D
Bedenken	Bedenken	NN	negative	0.428571/0.142857/0.428571	D
Bedenkzeit	Bedenkzeit	NN	negative	-/-/-	D
Bedeutungslosigkeit	Bedeutungslosigkeit	NN	negative	-/-0.0048/-	L
Bedingung	Bedingung	NN	negative	0.333333/0.5/0.166667	D
Bedrohung	Bedrohung	NN	negative	-/-0.0048/-	L
Bedrängnis	Bedrängnis	NN	negative	-/-/-	D
Bedrängung	Bedrängung	NN	negative	-/-0.0048/-	L
Bedrückung	Bedrückung	NN	negative	-/-0.0435/-	L
Bedürfnis	Bedürfnis	NN	negative	0.166667/0.833333/0	D
Bedürftige	Bedürftige	NN	negative	-/-0.0048/-	L
Bedürftigkeit	Bedürftigkeit	NN	negative	-/-/-	D
Beeinflussung	Beeinflussung	NN	negative	-/-/-	D
Beeinflußbarkeit	Beeinflußbarkeit	NN	negative	-/-/-	D
Beeinträchtigung	Beeinträchtigung	NN	negative	-/-0.3472/-	L
Beengung	Beengung	NN	negative	-/-/-	D
Befall	Befall	NN	negative	-/-0.0048/-	L
Befallensein	Befallensein	NN	negative	-/-/-	D
Befangenheit	Befangenheit	NN	negative	-/-0.0048/-	L
Befehlsempfänger	Befehlsempfänger	NN	negative	-/-/-	D
Befremden	Befremden	NN	negative	-/-/-	D
Befristung	Befristung	NN	negative	-/-/-	D
Befürchtung	Befürchtung	NN	negative	-/-0.4903/-	L
Begleiterscheinung	Begleiterscheinung	NN	negative	-/-/-	D
Begrenzung	Begrenzung	NN	negative	-/-0.0048/-	L
Beharrlichkeit	Beharrlichkeit	NN	negative	-/-/-	D
Beharrungsvermögen	Beharrungsvermögen	NN	negative	-/-/-	D
Behauptung	Behauptung	NN	negative	-/-/-	D
Behelf	Behelf	NN	negative	-/-/-	D
Behelligung	Behelligung	NN	negative	-/-/-	D
Beherrschung	Beherrschung	NN	negative	-/-/-	D
Behinderte	Behinderte	NN	negative	-/-/-	D
Behinderung	Behinderung	NN	negative	-/-0.3578/-	L
Beichte	Beichte	NN	negative	-/-/-	D
Beichtkind	Beichtkind	NN	negative	-/-/-	D
Beigeschmack	Beigeschmack	NN	negative	0.2/0.4/0.4	D
Beihilfe	Beihilfe	NN	negative	-/-/-	D
Beil	Beil	NN	negative	-/-/-	D
Beileid	Beileid	NN	negative	-/-/-	D
Beileidsbezeugung	Beileidsbezeugung	NN	negative	-/-/-	D
Beimengung	Beimengung	NN	negative	-/-/-	D
Beinahe-Ertrinken	Beinahe-Ertrinken	NN	negative	-/-/-	D
Beistand	Beistand	NN	negative	-/-/-	D
Beisteuer	Beisteuer	NN	negative	-/-/-	D
Beklemmung	Beklemmung	NN	negative	-/-/-	D
Bekümmernis	Bekümmernis	NN	negative	-/-/-	D
Beladung	Beladung	NN	negative	0/0/1	D
Belagerung	Belagerung	NN	negative	-/-/-	D
Belanglosigkeit	Belanglosigkeit	NN	negative	0/0.75/0.25	D
Belastung	Belastung	NN	negative	-/-0.3711/-	L
Belehrung	Belehrung	NN	negative	-/-/-	D
Beleidigung	Beleidigung	NN	negative	-/-0.3432/-	L
Belästigung	Belästigung	NN	negative	-/-0.0048/-	L
Bemängelung	Bemängelung	NN	negative	-/-/-	D
Bemänglung	Bemänglung	NN	negative	-/-/-	D
Benachteiligung	Benachteiligung	NN	negative	-/-/-	D
Bengel	Bengel	NN	negative	-/-/-	D
Benommenheit	Benommenheit	NN	negative	-/-/-	D
Bequemlichkeit	Bequemlichkeit	NN	negative	0/0/1	D
Berg-und-Tal-Bahn	Berg-und-Tal-Bahn	NN	negative	-/-/-	D
Bergung	Bergung	NN	negative	-/-/-	D
Berichtigung	Berichtigung	NN	negative	-/-/-	D
Berserker	Berserker	NN	negative	-/-/-	D
Beruhigungsmittel	Beruhigungsmittel	NN	negative	-/-/-	D
Beschießung	Beschießung	NN	negative	-/-/-	D
Beschimpfung	Beschimpfung	NN	negative	-/-/-	D
Beschmutzer	Beschmutzer	NN	negative	-/-/-	D
Beschmutzung	Beschmutzung	NN	negative	-/-/-	D
Beschneidung	Beschneidung	NN	negative	-/-0.3313/-	L
Beschränktheit	Beschränktheit	NN	negative	-/-/-	D
Beschränkung	Beschränkung	NN	negative	-/-0.3518/-	L
Beschuldigung	Beschuldigung	NN	negative	-/-0.3209/-	L
Beschuß	Beschuß	NN	negative	-/-/-	D
Beschwerde	Beschwerde	NN	negative	-/-0.0048/-	L
Beschwerdebuch	Beschwerdebuch	NN	negative	-/-/-	D
Beschwerlichkeit	Beschwerlichkeit	NN	negative	-/-0.0048/-	L
Beschwernis	Beschwernis	NN	negative	-/-/-	D
Beschädigung	Beschädigung	NN	negative	-/-0.0048/-	L
